id,geom_xq,fid,nm_xq,id_xq,lon_earth,lat_earth,lon_mars,lat_mars,id_county,nm_county,nm_shangqu,manage_com,bld_area,r_green,plot_ratio,dishang,dixia,n_parking,n_bld,n_hhld,year_built,fee,n_sale,n_rent,developer,price,yt_bieshu,yt_gongyu,yt_pingfan,yt_zhuzhai,yt_shangye,yt_shangzh,yt_siheyua,id_xq_old,id_beike,yt_unkow_1,area_beike,area_xq,area_ratio,avg_area,unit_rent,id_shp,id_shp2,id_shp,nm_village,nm_town,nm_county,nm_busi_in,dis_tam,area
5686,"MULTIPOLYGON (((116.44088755401742 39.88945773728477, 116.44083906617004 39.88940001339995, 116.44085334290753 39.88912875538779, 116.44009667492162 39.88912161656941, 116.44013950513408 39.88857196172671, 116.43948277341133 39.8885576840899, 116.43948277341133 39.88812224314705, 116.43976830906024 39.88812224314705, 116.439876850936 39.88786146133742, 116.43897594878104 39.88777246262907, 116.43893311856868 39.88953564285566, 116.43906874712502 39.88971410252384, 116.43955415799803 39.88978548621128, 116.43974727032037 39.889789427040455, 116.44003338063612 39.88964224309507, 116.4404521661346 39.88964224309507, 116.44076077478996 39.889655167252215, 116.44088755401742 39.88945773728477)))",5686,广和里,103960,116.4396416,39.8889657,116.4458414,39.89033827,110105000,朝阳区,广渠门,街道办事处（委员会）代管物业,-1,30,2,50,0,50,6,492,1997,0.893333333,4,1,中远房地产开发有限公司,60024,0,0,0,1,0,0,0,9195,109498327,0,0.02119386,0.02119386,1,-1,121,5684,,637,广和里社区,双井街道,朝阳区,劲松,4859.430144,0.274446675
5687,"MULTIPOLYGON (((116.44424020951818 39.889221839716186, 116.44213568261569 39.88921687545849, 116.44212935408642 39.88922448642097, 116.4420683908436 39.889402746439664, 116.44218680098015 39.88955345752611, 116.44241127536009 39.88985088311181, 116.44245789981233 39.89004726626837, 116.44245491766037 39.890626690469446, 116.44400598109121 39.89061201892957, 116.44424228875074 39.88968200841799, 116.44424020951818 39.889221839716186)))",5687,广渠家园,108506,116.4432442,39.88987377,116.4494361,39.89124025,110101000,东城区,广渠门,北京冠城物业管理有限公司,39190,25,4.7,148,1111,1260,5,1683,2009,3.85,13,14,-1,88166,0,0,0,1,1,0,0,9184,109498727,0,0.032713449,0.024238081,0.740920991,23.28036972,102,5685,,637,广和里社区,双井街道,朝阳区,劲松,4859.430144,0.274446675
5807,"MULTIPOLYGON (((116.44219527169446 39.89053980966452, 116.44218427928115 39.89025780115668, 116.44167899698823 39.89024981607622, 116.44166902620464 39.88982081607787, 116.44207004469683 39.88980959883395, 116.4417863598527 39.889528057973564, 116.44121091335307 39.88950594544309, 116.44093722717139 39.88952141917821, 116.44074773731825 39.88966504990219, 116.44050212347429 39.88971058077874, 116.44031064881744 39.88972821648406, 116.44002995511835 39.88975668632207, 116.43977432102815 39.88982820310912, 116.43978730004392 39.890245207950045, 116.43977021202568 39.89061215922385, 116.44207996691705 39.890626579852835, 116.44219527169446 39.89053980966452)))",5807,冠城名敦道,100768,116.4409236,39.89013408,116.4471207,39.89150458,110101000,东城区,广渠门,北京冠城酒店物业管理有限公司,331276,35,3.5,100,1000,1100,12,1880,2009,3.766666667,33,32,北京鑫阳房地产开发有限公司,71893,0,1,0,1,1,0,0,9275,109498083,0,0.020134395,0.020134395,1,176.2106383,107,5806,,637,广和里社区,双井街道,朝阳区,劲松,4859.430144,0.274446675
5834,"MULTIPOLYGON (((116.47601738169692 39.89469013594106, 116.47600749365097 39.89349816191071, 116.47167083324246 39.8935019390633, 116.47170573053506 39.895323952938156, 116.47196462646639 39.89555266402425, 116.47236906867761 39.89559279087467, 116.47331245570535 39.895603434351074, 116.4733244814397 39.89574846172218, 116.47448768345987 39.8957537416419, 116.47604434606978 39.89576316383898, 116.47601738169692 39.89469013594106)))",5834,首府官邸,101730,116.4739049,39.89459456,116.4800066,39.89589101,110105000,朝阳区,大望路,北京高地物业管理有限公司,165124,31,1.8,100,623,723,24,594,2008,5.5,12,3,北京柏宏房地产开发有限公司,76465,1,0,0,1,1,0,0,4493,109516819,0,0.089755022,0.089755022,1,277.986532,147,5833,,641,大望社区,双井街道,朝阳区,大望路,7198.526203,0.352545471
5867,"MULTIPOLYGON (((116.47653993367112 39.897562498610455, 116.47650398237295 39.89611646070614, 116.47628520609749 39.89592684404869, 116.4728808710554 39.895867210903134, 116.47226766651966 39.89590249310561, 116.47172171688374 39.89588897179868, 116.47170862994938 39.8962139211356, 116.4717446001332 39.89748096427513, 116.47194931101194 39.897644526673616, 116.47637832370071 39.89771502902545, 116.47653993367112 39.897562498610455)))",5867,金港国际,101748,116.4741263,39.89678733,116.4802275,39.89808327,110105000,朝阳区,大望路,北京天道酬勤物业管理有限公司,280000,32,2.92,285,1270,1555,13,2426,2005,2.6,65,31,北京中加兴业房地产开发有限公司,74139,0,0,0,1,1,0,0,7694,109508479,0,0.080629954,0.080629954,1,115.4163232,108,5866,,641,大望社区,双井街道,朝阳区,大望路,7198.526203,0.352545471
5874,"MULTIPOLYGON (((116.47485459876077 39.899089631081665, 116.47651966834803 39.89910137173098, 116.47654089594562 39.89789648613396, 116.47559343858643 39.89787178355601, 116.4747694437549 39.897854444626944, 116.47464296040437 39.89804707761061, 116.47465687831232 39.89911106912058, 116.47485459876077 39.899089631081665)))",5874,易构空间,101750,116.4755895,39.89848548,116.4816858,39.89977753,110105000,朝阳区,大望路,北京澳西物业管理有限公司百子湾分公司,115000,25,4.8,100,527,627,7,1318,2004,2.4,67,17,北京国锐房地产开发有限公司,67503,0,0,0,1,1,0,0,1529,109526667,0,0.02171991,0.02171991,1,87.25341426,102,5873,,641,大望社区,双井街道,朝阳区,大望路,7198.526203,0.352545471
5685,"MULTIPOLYGON (((116.44808126703686 39.88886004785297, 116.4479619332966 39.888851790277954, 116.44769720076522 39.888791220938174, 116.44770422806778 39.888725239478276, 116.4477092705664 39.88850226067086, 116.44770228283414 39.88825225723593, 116.44769930427958 39.88801326240218, 116.44769530859173 39.887892259520186, 116.44772742428131 39.88768433806183, 116.4477073846881 39.8875543014899, 116.44704655025816 39.887539885357455, 116.44699233822587 39.88803074702139, 116.44694418222832 39.888212635804564, 116.44665238010327 39.88820601589498, 116.44630743344135 39.8882112868215, 116.44633242380235 39.88882831077797, 116.44643263076136 39.889363497327565, 116.44724687244525 39.889386226792965, 116.44809323251673 39.88940204856573, 116.44808126703686 39.88886004785297)))",5685,广和东里,103959,116.4471784,39.8886325,116.4533607,39.88999167,110105000,朝阳区,劲松,街道办事处（委员会）代管物业,-1,30,1.2,50,0,50,11,660,1987,0.7,7,5,北京城市建设开发集团有限责任公司,55409,0,0,0,1,0,0,0,9196,109498255,0,0.0215181,0.0215181,1,-1,85,5683,,642,广泉社区,双井街道,朝阳区,劲松,5047.045767,0.094369553
5808,"MULTIPOLYGON (((116.44660377624336 39.891934739996316, 116.44818316921794 39.89191612672789, 116.44948988055364 39.891911992544465, 116.44961123327187 39.89187826257182, 116.44952016342484 39.89035413113828, 116.44818938533194 39.8903332138068, 116.44751048981732 39.89029574894971, 116.4475426927412 39.8893988604691, 116.44640655851595 39.889370441892424, 116.44596937019037 39.889339523200476, 116.44595126773686 39.88975546594207, 116.44561836209778 39.889782769359385, 116.44552908190167 39.890092569616456, 116.44569551043946 39.890259908268206, 116.44567839364299 39.890822846097535, 116.44552597924064 39.89083852847534, 116.44468973924018 39.89082480122363, 116.44455236779754 39.89086951821372, 116.44432875047153 39.89106105222584, 116.44436774867268 39.89189509338388, 116.44443792816787 39.891947234277495, 116.44660377624336 39.891934739996316)))",5808,广泉小区,100770,116.4470302,39.89094366,116.453213,39.89230319,110105000,朝阳区,劲松,北京网信物业管理有限公司,856000,30,2,200,300,500,15,2518,2006,1.6,1,3,-1,72711,0,0,0,1,0,0,0,9176,109498755,0,0.088523108,0.088523108,1,339.9523431,92,5807,,642,广泉社区,双井街道,朝阳区,劲松,5047.045767,0.094369553
5809,"MULTIPOLYGON (((116.44295609634685 39.89156126593974, 116.44296514532527 39.89135629335829, 116.44330402426134 39.891358968841416, 116.44329601399987 39.89127695696606, 116.44402692720097 39.89127542901786, 116.44404703784062 39.89081749153405, 116.44257220184568 39.890810539774634, 116.44247795469393 39.890851351908395, 116.44245480524512 39.89156427327265, 116.44295609634685 39.89156126593974)))",5809,广渠家园,108505,116.4431628,39.89111402,116.449355,39.89248072,110101000,东城区,广渠门,北京冠城物业管理有限公司,13703,25,4.7,52,389,440,2,589,2009,3.85,5,5,-1,88166,0,0,0,1,1,0,0,9184,109498727,0,0.032713449,0.008475368,0.259079009,23.28036972,102,5808,,642,广泉社区,双井街道,朝阳区,劲松,5047.045767,0.094369553
5826,"MULTIPOLYGON (((116.46623249343486 39.895756989993174, 116.46644223691976 39.89558555942608, 116.46649052241969 39.894630732122664, 116.46393388564036 39.89401098232105, 116.46377836318095 39.894001574513084, 116.46323955236346 39.894000167973445, 116.46315928067634 39.89402495778563, 116.46310007470879 39.89408680056545, 116.46302979988536 39.894399603658826, 116.46303464183529 39.89579055269189, 116.46623249343486 39.895756989993174)))",5826,乐成国际,101731,116.4646106,39.89498956,116.4707435,39.89631029,110105000,朝阳区,双井,深圳市金地物业管理有限公司北京分公司,157500,31,2.54,400,1200,1600,8,972,2006,3.2,16,10,北京达义北方置业有限公司,92992,0,0,0,1,1,0,0,6925,109510971,1,0.049707122,0.049707122,1,162.037037,124,5824,,640,九龙社区,双井街道,朝阳区,"CBD,双井",6187.598181,0.967865433
5827,"MULTIPOLYGON (((116.46984106091634 39.89575977609286, 116.46986012924162 39.89574782949876, 116.46981110719685 39.89453874946378, 116.46673436819663 39.894588387544104, 116.46679043013432 39.89563749077763, 116.46690982772645 39.89575780657759, 116.46984106091634 39.89575977609286)))",5827,乐成公馆,101733,116.4683144,39.89515953,116.4744353,39.89647085,110105000,朝阳区,大望路,北京金地物业管理有限责任公司,186800,31,2.96,0,726,726,6,503,2007,4.5,26,4,北京达义北方置业有限公司,103986,0,0,0,1,1,0,0,6926,109510967,1,0.034766822,0.034766822,1,371.3717694,153,5825,,640,九龙社区,双井街道,朝阳区,"CBD,双井",6187.598181,0.967865433
5835,"MULTIPOLYGON (((116.47118783525048 39.89572249649609, 116.47114482787163 39.89456142946642, 116.47115085512792 39.89451344883662, 116.47091401327111 39.894511792285414, 116.46985526390938 39.894532870595526, 116.4699173315197 39.89574798688017, 116.47118783525048 39.89572249649609)))",5835,乐成豪丽,101732,116.4705256,39.89512651,116.476639,39.89643207,110105000,朝阳区,大望路,北京金地物业管理有限责任公司,62962,30,1,150,350,500,3,484,2008,5.5,31,10,北京达义北方置业有限公司,74702,0,0,0,1,1,0,0,6924,109510987,0,0.014756282,0.014756282,1,130.0867769,134,5834,,640,九龙社区,双井街道,朝阳区,"CBD,双井",6187.598181,0.967865433
5843,"MULTIPOLYGON (((116.4664882462356 39.896772628554004, 116.46647228686663 39.89600962034774, 116.46641710626454 39.895934476594846, 116.46632479265509 39.89590623068807, 116.46382427716867 39.89592260824185, 116.46257709555653 39.895935358829774, 116.46132394244603 39.895940133330555, 116.46126374002961 39.89597397751709, 116.4612466753938 39.89603993109802, 116.4612354428615 39.89759883212048, 116.46648111191382 39.89764957007168, 116.4664882462356 39.896772628554004)))",5843,苹果社区南区,101747,116.4638838,39.89677522,116.4700192,39.89809779,110105000,朝阳区,双井,北京今日今典物业管理有限责任公司,360000,47,4.37,0,2152,2152,12,3063,2005,2.65,99,32,北京今典鸿运房地产开发有限公司,82000,0,0,0,1,1,0,0,5657,109514859,0,0.08449889,0.08449889,1,117.5318315,116,5842,,640,九龙社区,双井街道,朝阳区,"CBD,双井",6187.598181,0.967865433
5881,"MULTIPOLYGON (((116.46193856071602 39.899227562801855, 116.4628757037508 39.89903499367006, 116.46322286904024 39.89900689795002, 116.46336534683337 39.89900826941613, 116.46425032199488 39.899058584685974, 116.46524770251949 39.89911521679386, 116.46551962333206 39.89917093608989, 116.46576645935465 39.89923659019655, 116.46598620869668 39.89926617429455, 116.46633641099663 39.89927711005066, 116.46645081015686 39.89923241824158, 116.46649095769158 39.89915252966557, 116.46651003770819 39.89903958560842, 116.46651007727826 39.898722599768234, 116.46649012491935 39.89779558759636, 116.46565024446329 39.8977813459324, 116.46490671017659 39.89776337388065, 116.46356919076561 39.897737858315566, 116.46216148916142 39.89772220471605, 116.46143407971908 39.897741334195246, 116.46131668851444 39.89777503179232, 116.46121734850192 39.89787777304082, 116.46120519956037 39.8987487034899, 116.46126734990833 39.8991798429754, 116.46133856991912 39.89929702014143, 116.46139374782331 39.89932716002045, 116.46193856071602 39.899227562801855)))",5881,苹果社区北区,101751,116.4638447,39.89844755,116.4699805,39.89977033,110105000,朝阳区,双井,北京今日今典物业管理有限责任公司,300000,30,3.5,0,1500,1500,8,2029,2008,4.7125,107,45,北京今典鸿运房地产开发有限公司,64233,0,1,0,1,1,0,0,5658,198325079,1,0.069323985,0.069323985,1,147.8560867,125,5880,,640,九龙社区,双井街道,朝阳区,"CBD,双井",6187.598181,0.967865433
5802,"MULTIPOLYGON (((116.4506202807014 39.89085256509384, 116.45061832917258 39.890416580061185, 116.45125318488658 39.89042901498709, 116.4519703069841 39.89038365408243, 116.45232837745277 39.890337479291304, 116.45375265536086 39.890369791033095, 116.45450494904424 39.89036856615644, 116.45483094878932 39.89036634033437, 116.45486505827591 39.89032942316442, 116.45484010298844 39.889363409194004, 116.45484427134613 39.888125477109156, 116.45368172133442 39.88814072871173, 116.45304178714878 39.88815423293158, 116.45304075472711 39.8883872193947, 116.45302968047542 39.88871317867029, 116.45292134364513 39.88880792224785, 116.45288923964677 39.888864844836746, 116.45217109591943 39.8888571862102, 116.45217619147809 39.888218227789025, 116.45066875415978 39.88821279678319, 116.45068271523519 39.88884279885616, 116.44965975529351 39.888838511787924, 116.4496555302785 39.89052842334809, 116.45029738271808 39.89052685493044, 116.45030937607692 39.89085986579022, 116.4506202807014 39.89085256509384)))",5802,垂杨柳北里,103961,116.4523286,39.88939918,116.4584974,39.89074798,110105000,朝阳区,劲松,-1,-1,30,1.2,-1,-1,-1,46,2539,1981,0.85,10,10,-1,59518,0,0,0,1,1,0,0,11066,109506647,0,0.098930966,0.098930966,1,-1,95,5801,,639,广外南社区,双井街道,朝阳区,劲松,5464.015862,0.108659616
5805,"MULTIPOLYGON (((116.45318485489724 39.89104343090963, 116.45318686488201 39.89101043748178, 116.45372348764886 39.891000693327385, 116.4537254895398 39.89103969602519, 116.45416281726023 39.89105072531078, 116.45419097953015 39.89044281958053, 116.4528007769344 39.890433566455954, 116.45279574432823 39.89057154853816, 116.45196627262544 39.89056263625673, 116.45195818861953 39.891038595255, 116.45219789931366 39.89104814605514, 116.45318485489724 39.89104343090963)))",5805,广渠门外大街6号院,103962,116.4531222,39.89075737,116.4592891,39.89210457,110105000,朝阳区,劲松,-1,-1,-1,1.5,10,-1,10,5,728,1998,2.24,14,2,-1,61214,0,0,0,1,0,0,0,9179,109498743,0,0.011534805,0.011534805,1,-1,100,5804,,639,广外南社区,双井街道,朝阳区,劲松,5464.015862,0.108659616
5808,"MULTIPOLYGON (((116.44660377624336 39.891934739996316, 116.44818316921794 39.89191612672789, 116.44948988055364 39.891911992544465, 116.44961123327187 39.89187826257182, 116.44952016342484 39.89035413113828, 116.44818938533194 39.8903332138068, 116.44751048981732 39.89029574894971, 116.4475426927412 39.8893988604691, 116.44640655851595 39.889370441892424, 116.44596937019037 39.889339523200476, 116.44595126773686 39.88975546594207, 116.44561836209778 39.889782769359385, 116.44552908190167 39.890092569616456, 116.44569551043946 39.890259908268206, 116.44567839364299 39.890822846097535, 116.44552597924064 39.89083852847534, 116.44468973924018 39.89082480122363, 116.44455236779754 39.89086951821372, 116.44432875047153 39.89106105222584, 116.44436774867268 39.89189509338388, 116.44443792816787 39.891947234277495, 116.44660377624336 39.891934739996316)))",5808,广泉小区,100770,116.4470302,39.89094366,116.453213,39.89230319,110105000,朝阳区,劲松,北京网信物业管理有限公司,856000,30,2,200,300,500,15,2518,2006,1.6,1,3,-1,72711,0,0,0,1,0,0,0,9176,109498755,0,0.088523108,0.088523108,1,339.9523431,92,5807,,639,广外南社区,双井街道,朝阳区,劲松,5464.015862,0.108659616
5810,"MULTIPOLYGON (((116.45028215899447 39.89195775454681, 116.45028418696575 39.89177776693043, 116.45027516766493 39.89172874938231, 116.4502732044449 39.89138976072894, 116.44998035820697 39.8913811065529, 116.44965943333625 39.89138839196079, 116.44972655333788 39.89196451475061, 116.45028215899447 39.89195775454681)))",5810,垂杨柳中街2号院,103963,116.4499841,39.89166867,116.4561596,39.89302245,110105000,朝阳区,劲松,-1,-1,-1,-1,-1,-1,-1,1,1,1975,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,11062,164717087,0,0.003197307,0.003197307,1,-1,-1,5809,,639,广外南社区,双井街道,朝阳区,劲松,5464.015862,0.108659616
5822,"MULTIPOLYGON (((116.46951006094059 39.89443192799115, 116.46963150538977 39.894292267774006, 116.46959549563564 39.89335821121256, 116.46666829050923 39.893389265702126, 116.46668522564266 39.89437526530628, 116.46685379366772 39.894480713514156, 116.46951006094059 39.89443192799115)))",5822,石韵浩庭,101724,116.4681418,39.89391319,116.474263,39.89522491,110105000,朝阳区,大望路,金地物业公司,88000,32,2.2,68,500,568,6,893,2004,2.5,22,14,北京浩隆房地产开发有限责任公司,85565,0,1,0,1,1,0,0,4622,109518579,0,0.030039668,0.030039668,1,98.54423292,117,5820,,645,九龙南社区,双井街道,朝阳区,"大望路,双井",6343.206583,0.57566336
5826,"MULTIPOLYGON (((116.46623249343486 39.895756989993174, 116.46644223691976 39.89558555942608, 116.46649052241969 39.894630732122664, 116.46393388564036 39.89401098232105, 116.46377836318095 39.894001574513084, 116.46323955236346 39.894000167973445, 116.46315928067634 39.89402495778563, 116.46310007470879 39.89408680056545, 116.46302979988536 39.894399603658826, 116.46303464183529 39.89579055269189, 116.46623249343486 39.895756989993174)))",5826,乐成国际,101731,116.4646106,39.89498956,116.4707435,39.89631029,110105000,朝阳区,双井,深圳市金地物业管理有限公司北京分公司,157500,31,2.54,400,1200,1600,8,972,2006,3.2,16,10,北京达义北方置业有限公司,92992,0,0,0,1,1,0,0,6925,109510971,1,0.049707122,0.049707122,1,162.037037,124,5824,,645,九龙南社区,双井街道,朝阳区,"大望路,双井",6343.206583,0.57566336
5827,"MULTIPOLYGON (((116.46984106091634 39.89575977609286, 116.46986012924162 39.89574782949876, 116.46981110719685 39.89453874946378, 116.46673436819663 39.894588387544104, 116.46679043013432 39.89563749077763, 116.46690982772645 39.89575780657759, 116.46984106091634 39.89575977609286)))",5827,乐成公馆,101733,116.4683144,39.89515953,116.4744353,39.89647085,110105000,朝阳区,大望路,北京金地物业管理有限责任公司,186800,31,2.96,0,726,726,6,503,2007,4.5,26,4,北京达义北方置业有限公司,103986,0,0,0,1,1,0,0,6926,109510967,1,0.034766822,0.034766822,1,371.3717694,153,5825,,645,九龙南社区,双井街道,朝阳区,"大望路,双井",6343.206583,0.57566336
5831,"MULTIPOLYGON (((116.47112979840153 39.89436939722992, 116.47111382734136 39.89368438362743, 116.47063914538035 39.89365707121692, 116.47063717856304 39.893332080511186, 116.46974602775708 39.89333962492378, 116.4697509119751 39.89440359035348, 116.47112979840153 39.89436939722992)))",5831,外企公寓,106116,116.4703747,39.89390668,116.4764884,39.89521259,110105000,朝阳区,大望路,北京外企双新物业管理有限公司,-1,32,3.5,0,463,463,2,294,2005,3,4,-1,北京市新地房地产开发有限责任公司,57999,0,1,0,1,1,0,0,4970,109521631,0,0.012155701,0.012155701,1,-1,-1,5829,,645,九龙南社区,双井街道,朝阳区,"大望路,双井",6343.206583,0.57566336
5835,"MULTIPOLYGON (((116.47118783525048 39.89572249649609, 116.47114482787163 39.89456142946642, 116.47115085512792 39.89451344883662, 116.47091401327111 39.894511792285414, 116.46985526390938 39.894532870595526, 116.4699173315197 39.89574798688017, 116.47118783525048 39.89572249649609)))",5835,乐成豪丽,101732,116.4705256,39.89512651,116.476639,39.89643207,110105000,朝阳区,大望路,北京金地物业管理有限责任公司,62962,30,1,150,350,500,3,484,2008,5.5,31,10,北京达义北方置业有限公司,74702,0,0,0,1,1,0,0,6924,109510987,0,0.014756282,0.014756282,1,130.0867769,134,5834,,645,九龙南社区,双井街道,朝阳区,"大望路,双井",6343.206583,0.57566336
5837,"MULTIPOLYGON (((116.46297042844253 39.895781385902296, 116.46296353693776 39.89472741643715, 116.46100905742207 39.894735383531156, 116.46117446792744 39.89580275739138, 116.46297042844253 39.895781385902296)))",5837,A派公寓,101734,116.4620266,39.89525434,116.4681678,39.89658144,110105000,朝阳区,双井,北京中原华夏物业管理有限公司,64600,32,2.7,0,290,290,7,507,2008,2.72,26,8,北京浩隆房地产开发有限责任公司,92593,0,0,0,1,1,0,0,12523,109502607,0,0.018885287,0.018885287,1,127.4161736,130,5836,,645,九龙南社区,双井街道,朝阳区,"大望路,双井",6343.206583,0.57566336
5657,"MULTIPOLYGON (((116.44048451744663 39.88624870981016, 116.44154536402743 39.886318581737214, 116.44154616622268 39.88625474605976, 116.44162643161462 39.8857559253957, 116.4416204619148 39.885399930562414, 116.44160345933221 39.88507591292307, 116.44158445395942 39.88474489136371, 116.44155041102272 39.884398842132896, 116.44151135976153 39.884031783839816, 116.44143021303398 39.883571649312216, 116.44064725696535 39.88358014700623, 116.43996858897924 39.883550864181075, 116.43980405801096 39.88457150656984, 116.43927669736172 39.88521149381546, 116.43924561409392 39.885278433053315, 116.43966061614458 39.88530020384138, 116.43980594838592 39.8854744672729, 116.44048761920828 39.885496751573896, 116.44048556695543 39.885870730150145, 116.44048451744663 39.88624870981016)))",5657,广和南里,100756,116.4407139,39.88485445,116.4469109,39.88622506,110105000,朝阳区,劲松,-1,11000,30,0.92,250,0,250,1,1600,1985,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,9191,109498359,0,0.04154518,0.04154518,1,-1,-1,5655,,90200,和平村一社区,双井街道,朝阳区,劲松,4899.256317,0.101328841
5678,"MULTIPOLYGON (((116.44429430463856 39.88594822203288, 116.44449587598399 39.885651647205805, 116.444512017016 39.88487571754041, 116.4420516193868 39.884881795158776, 116.4416475935617 39.884895007098976, 116.44170664754381 39.88565108602887, 116.44163138328179 39.88624091178872, 116.44357337121414 39.88624874848102, 116.44381199103066 39.886288227819534, 116.44429430463856 39.88594822203288)))",5678,和平村E区,100726,116.443041,39.88554263,116.4492328,39.88690927,110105000,朝阳区,劲松,-1,11000,30,0.92,-1,-1,-1,4,888,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,8812,143613510,0,0.035239916,0.035239916,1,-1,-1,5676,,90200,和平村一社区,双井街道,朝阳区,劲松,4899.256317,0.101328841
5680,"MULTIPOLYGON (((116.43989602807926 39.88658758335032, 116.43995822519196 39.88622671688955, 116.44047048622406 39.886215684906006, 116.4404805721208 39.88573772671475, 116.44047458623322 39.88550272666953, 116.43979191356607 39.885482440662145, 116.43963956391485 39.88530816374083, 116.43923959852873 39.88528242154655, 116.43895862334182 39.88765379078984, 116.43982170001152 39.88774738953043, 116.43989602807926 39.88658758335032)))",5680,劲松九区,103945,116.4396128,39.88644173,116.4458123,39.88781425,110105000,朝阳区,劲松,中国社会科学院服务局物业管理处,-1,30,2,1000,0,1000,6,1000,1988,1.78,17,4,北京城建集团有限责任公司,59886,0,0,0,1,0,0,0,7460,109509415,0,0.021675853,0.021675853,1,-1,101,5678,,90200,和平村一社区,双井街道,朝阳区,劲松,4899.256317,0.101328841
5682,"MULTIPOLYGON (((116.44154536402743 39.886318581737214, 116.44048451744663 39.88624870981016, 116.43996824723683 39.88625073508342, 116.43990705466695 39.88658660398863, 116.4398719091613 39.88706151527674, 116.4398317247543 39.887746408370106, 116.43988083852992 39.88779149767953, 116.43986174952022 39.888126446578326, 116.44091634941003 39.88814044362664, 116.4409224072433 39.887804471299376, 116.44153093080786 39.887814642631724, 116.44153502632048 39.88714168174329, 116.44154536402743 39.886318581737214)))",5682,和平村A区,103946,116.4406669,39.88715711,116.4468643,39.88852792,110105000,朝阳区,劲松,-1,-1,-1,-1,-1,-1,-1,4,592,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,8813,111622940,0,0.027381519,0.027381519,1,-1,-1,5680,,90200,和平村一社区,双井街道,朝阳区,劲松,4899.256317,0.101328841
5684,"MULTIPOLYGON (((116.4411053284482 39.88854888062639, 116.44156932286603 39.888542931611084, 116.44156932286603 39.88791237465642, 116.44109343131686 39.88793022080313, 116.4411053284482 39.88854888062639)))",5684,广和里七巷,103950,116.4413351,39.88823225,116.4475311,39.88960199,110105000,朝阳区,劲松,街道办事处（委员会）代管物业,-1,30,1.2,20,0,20,4,282,1986,0.6,2,1,北京城建集团有限责任公司,63685,0,0,0,1,0,0,0,9193,109498339,0,0.002786236,0.002786236,1,-1,87,5682,,90200,和平村一社区,双井街道,朝阳区,劲松,4899.256317,0.101328841
5686,"MULTIPOLYGON (((116.44088755401742 39.88945773728477, 116.44083906617004 39.88940001339995, 116.44085334290753 39.88912875538779, 116.44009667492162 39.88912161656941, 116.44013950513408 39.88857196172671, 116.43948277341133 39.8885576840899, 116.43948277341133 39.88812224314705, 116.43976830906024 39.88812224314705, 116.439876850936 39.88786146133742, 116.43897594878104 39.88777246262907, 116.43893311856868 39.88953564285566, 116.43906874712502 39.88971410252384, 116.43955415799803 39.88978548621128, 116.43974727032037 39.889789427040455, 116.44003338063612 39.88964224309507, 116.4404521661346 39.88964224309507, 116.44076077478996 39.889655167252215, 116.44088755401742 39.88945773728477)))",5686,广和里,103960,116.4396416,39.8889657,116.4458414,39.89033827,110105000,朝阳区,广渠门,街道办事处（委员会）代管物业,-1,30,2,50,0,50,6,492,1997,0.893333333,4,1,中远房地产开发有限公司,60024,0,0,0,1,0,0,0,9195,109498327,0,0.02119386,0.02119386,1,-1,121,5684,,90200,和平村一社区,双井街道,朝阳区,劲松,4899.256317,0.101328841
5817,"MULTIPOLYGON (((116.45807273227081 39.893305072970804, 116.45810987157336 39.89314217157403, 116.4583015081082 39.89294165603263, 116.4594672606056 39.892912564763094, 116.4594773725828 39.89228261934744, 116.45716397363856 39.8923118823875, 116.45722008144162 39.89286399507739, 116.45720903327037 39.89296796300113, 116.45717189936374 39.893101865758524, 116.45717086334469 39.893364850907176, 116.45805165665865 39.89337101755848, 116.45807273227081 39.893305072970804)))",5817,双井东院,106119,116.4581859,39.89273149,116.4643385,39.89406754,110105000,朝阳区,双井,北京中地物业管理有限公司,-1,80,1.6,120,0,120,4,554,1989,0.975,15,3,北京城乡建设集团有限责任公司,66656,0,0,0,1,0,0,0,4381,109517335,1,0.017654681,0.017654681,1,-1,113,5816,,90602,东柏街社区,双井街道,朝阳区,"大望路,双井",6343.206583,0.57566336
5821,"MULTIPOLYGON (((116.45848097052044 39.89383406049353, 116.45847799646242 39.89355006538324, 116.45925148266986 39.89355499456741, 116.45925546127057 39.893826991822266, 116.46072624492035 39.893820704661834, 116.46072836372309 39.89293075085351, 116.45949033271279 39.8929326223427, 116.45831454737856 39.89295968743966, 116.45813595371135 39.89315023579479, 116.45807372602167 39.89338207202508, 116.45716985880199 39.893376847863294, 116.45717782499673 39.893845846108945, 116.45848097052044 39.89383406049353)))",5821,时代国际嘉园,101718,116.4591745,39.89339957,116.4653242,39.89473336,110105000,朝阳区,双井,浙江金都物业管理有限公司北京分公司,130000,36,2.6,0,850,850,5,1517,2006,3.72,43,23,北京中鑫源房地产开发集团有限公司,81983,0,0,0,1,1,0,0,4618,109516619,0,0.023898774,0.023898774,1,85.69545155,127,5819,,90602,东柏街社区,双井街道,朝阳区,"大望路,双井",6343.206583,0.57566336
